Model,Accuracy,F1,Precision,Recall,Device
LightGBMLarge_BAG_L2,0.9768053956242803,0.9682047937387901,0.9597543235817035,0.9768053956242803,iot_noise
LightGBMLarge_BAG_L2,0.9299479963291526,0.9378374209470923,0.9458618543870566,0.9299479963291526,light-1
LightGBMLarge_BAG_L2,0.903570338724443,0.9346590909090908,0.9679633867276888,0.903570338724443,light-2
LightGBMLarge_BAG_L2,0.968961625282167,0.9449642267473858,0.9221267454350162,0.968961625282167,light-3
LightGBMLarge_BAG_L2,0.6440677966101694,0.6972477064220184,0.76,0.6440677966101694,light-4
LightGBMLarge_BAG_L2,0.5517241379310345,0.6153846153846154,0.6956521739130435,0.5517241379310345,light-5
LightGBMLarge_BAG_L2,0.9180327868852459,0.9411764705882353,0.9655172413793104,0.9180327868852459,light-6
LightGBMLarge_BAG_L2,0.9016393442622951,0.9243697478991596,0.9482758620689655,0.9016393442622951,light-7
LightGBMLarge_BAG_L2,0.6551724137931034,0.7450980392156864,0.8636363636363636,0.6551724137931034,light-8
LightGBMLarge_BAG_L2,0.9664418489883204,0.9715561435422523,0.9767248545303409,0.9664418489883204,network_noise
all,1.0520454605537766,1.085062281924291,1.125689100707436,1.0520454605537766,all
WeightedEnsemble_L3,0.9774633985852936,0.9688570030979944,0.9604008404719573,0.9774633985852936,iot_noise
WeightedEnsemble_L3,0.9308657081676354,0.9386181369524984,0.9465007776049766,0.9308657081676354,light-1
WeightedEnsemble_L3,0.9111992676228258,0.9367843137254902,0.9638476436410588,0.9111992676228258,light-2
WeightedEnsemble_L3,0.9668924003009782,0.9463315842769033,0.9266270055886064,0.9668924003009782,light-3
WeightedEnsemble_L3,0.6610169491525424,0.7289719626168225,0.8125,0.6610169491525424,light-4
WeightedEnsemble_L3,0.6379310344827587,0.7326732673267328,0.8604651162790697,0.6379310344827587,light-5
WeightedEnsemble_L3,0.9180327868852459,0.9411764705882353,0.9655172413793104,0.9180327868852459,light-6
WeightedEnsemble_L3,0.9016393442622951,0.9322033898305084,0.9649122807017544,0.9016393442622951,light-7
WeightedEnsemble_L3,0.6379310344827587,0.7400000000000001,0.8809523809523809,0.6379310344827587,light-8
WeightedEnsemble_L3,0.9679223556506005,0.9724816130898273,0.9770840252407837,0.9679223556506005,network_noise
all,1.0638617849491168,1.1047622176881267,1.1573509139824874,1.0638617849491168,all
